row_abs,keywords_llm,raw_response
1136,"[""probability distributions"", ""monte carlo simulation"", ""interactive histograms"", ""computer applications"", ""statistical analysis""]","{""keywords"": [""probability distributions"", ""monte carlo simulation"", ""interactive histograms"", ""computer applications"", ""statistical analysis""]}"
1137,"[""management science"", ""decision support systems"", ""quantitative modeling"", ""educational technology"", ""decision models""]","{""keywords"": [""management science"", ""decision support systems"", ""quantitative modeling"", ""educational technology"", ""decision models""]}"
1138,"[""management science"", ""modeling skills"", ""mba programs"", ""decision analysis"", ""numeracy skills""]","{""keywords"": [""management science"", ""modeling skills"", ""mba programs"", ""decision analysis"", ""numeracy skills""]}"
1139,"[""management science"", ""business school"", ""mathematical preparation"", ""mba programs"", ""decision making""]","{""keywords"": [""management science"", ""business school"", ""mathematical preparation"", ""mba programs"", ""decision making""]}"
1140,"[""academic libraries"", ""gift acceptance"", ""library collections"", ""donation processing"", ""science librarians""]","{""keywords"": [""academic libraries"", ""gift acceptance"", ""library collections"", ""donation processing"", ""science librarians""]}"
1141,"[""book value"", ""market value"", ""out of print books"", ""book condition"", ""edition""]","{""keywords"": [""book value"", ""market value"", ""out of print books"", ""book condition"", ""edition""]}"
1142,"[""out of print books"", ""fair market value"", ""economic principles"", ""book condition"", ""edition""]","{""keywords"": [""out of print books"", ""fair market value"", ""economic principles"", ""book condition"", ""edition""]}"
1143,"[""science history"", ""technology acquisition"", ""medicine materials"", ""collection development"", ""reference tools""]","{""keywords"": [""science history"", ""technology acquisition"", ""medicine materials"", ""collection development"", ""reference tools""]}"
1144,"[""information architecture"", ""communal infrastructure"", ""professional groups"", ""academic programs"", ""information management""]","{""keywords"": [""information architecture"", ""communal infrastructure"", ""professional groups"", ""academic programs"", ""information management""]}"
1145,"[""academic library"", ""special collections"", ""collection development"", ""academic environment"", ""acquisitions policy""]","{""keywords"": [""academic library"", ""special collections"", ""collection development"", ""academic environment"", ""acquisitions policy""]}"
1146,"[""special collections"", ""acquisitions philosophy"", ""electronic revolution"", ""library materials"", ""collection development""]","{""keywords"": [""special collections"", ""acquisitions philosophy"", ""electronic revolution"", ""library materials"", ""collection development""]}"
1147,"[""underground poetry"", ""poetry collections"", ""library acquisitions"", ""literary culture"", ""poetry publishing""]","{""keywords"": [""underground poetry"", ""poetry collections"", ""library acquisitions"", ""literary culture"", ""poetry publishing""]}"
1148,"[""bounded rationality"", ""emotional arousal"", ""yerkes dodson law"", ""cognitive psychology"", ""rational choice theory""]","{""keywords"": [""bounded rationality"", ""emotional arousal"", ""yerkes dodson law"", ""cognitive psychology"", ""rational choice theory""]}"
1149,"[""emotional arousal"", ""bounded rationality"", ""rational thinking"", ""decision making"", ""cognitive constraints""]","{""keywords"": [""emotional arousal"", ""bounded rationality"", ""rational thinking"", ""decision making"", ""cognitive constraints""]}"
1150,"[""emotion"", ""self control"", ""biological model"", ""motivation"", ""preference""]","{""keywords"": [""emotion"", ""self control"", ""biological model"", ""motivation"", ""preference""]}"
1151,"[""industry evolution"", ""personal computer"", ""quality improvements"", ""cost reductions"", ""life cycle""]","{""keywords"": [""industry evolution"", ""personal computer"", ""quality improvements"", ""cost reductions"", ""life cycle""]}"
1152,"[""intertemporal preferences"", ""health outcomes"", ""hyperbolic discounting"", ""discounted utility"", ""social decisions""]","{""keywords"": [""intertemporal preferences"", ""health outcomes"", ""hyperbolic discounting"", ""discounted utility"", ""social decisions""]}"
1153,"[""labor market"", ""evolving institution"", ""bounded rationality"", ""search process"", ""unemployment""]","{""keywords"": [""labor market"", ""evolving institution"", ""bounded rationality"", ""search process"", ""unemployment""]}"
1154,"[""organizational structure"", ""control group"", ""hierarchical organization"", ""collective choice"", ""authority structures""]","{""keywords"": [""organizational structure"", ""control group"", ""hierarchical organization"", ""collective choice"", ""authority structures""]}"
1155,"[""information architecture"", ""bilingual web sites"", ""speech therapists"", ""content development"", ""language design""]","{""keywords"": [""information architecture"", ""bilingual web sites"", ""speech therapists"", ""content development"", ""language design""]}"
1156,"[""modularity theory"", ""property rights"", ""organizational design"", ""decision rights"", ""firm structure""]","{""keywords"": [""modularity theory"", ""property rights"", ""organizational design"", ""decision rights"", ""firm structure""]}"
1157,"[""new urbanism"", ""information architects"", ""networked environments"", ""urban planning"", ""human interaction""]","{""keywords"": [""new urbanism"", ""information architects"", ""networked environments"", ""urban planning"", ""human interaction""]}"
1158,"[""injection moulding"", ""boundary element method"", ""cooling lines"", ""design sensitivity analysis"", ""numerical simulation""]","{""keywords"": [""injection moulding"", ""boundary element method"", ""cooling lines"", ""design sensitivity analysis"", ""numerical simulation""]}"
1159,"[""materials requirements planning"", ""safety stocks"", ""strategic stocks"", ""market demand"", ""inventory management""]","{""keywords"": [""materials requirements planning"", ""safety stocks"", ""strategic stocks"", ""market demand"", ""inventory management""]}"
1160,"[""wave energy"", ""impulse turbine"", ""rapid prototyping"", ""finite element analysis"", ""concurrent engineering""]","{""keywords"": [""wave energy"", ""impulse turbine"", ""rapid prototyping"", ""finite element analysis"", ""concurrent engineering""]}"
1161,"[""flexible manufacturing"", ""dispatching strategies"", ""routeing policies"", ""performance measures"", ""machine utilization""]","{""keywords"": [""flexible manufacturing"", ""dispatching strategies"", ""routeing policies"", ""performance measures"", ""machine utilization""]}"
1162,"[""fuzzy logic"", ""flexible manufacturing"", ""decision support system"", ""real time scheduling"", ""simulation model""]","{""keywords"": [""fuzzy logic"", ""flexible manufacturing"", ""decision support system"", ""real time scheduling"", ""simulation model""]}"
1163,"[""product development"", ""cost modelling"", ""computer aided design"", ""process optimization"", ""manufacturing process""]","{""keywords"": [""product development"", ""cost modelling"", ""computer aided design"", ""process optimization"", ""manufacturing process""]}"
1164,"[""machining process"", ""fractal geometry"", ""aluminium alloy"", ""contact mechanics"", ""cutting speed""]","{""keywords"": [""machining process"", ""fractal geometry"", ""aluminium alloy"", ""contact mechanics"", ""cutting speed""]}"
1165,"[""layer based machining"", ""additive manufacturing"", ""subtractive shaping"", ""support structure"", ""material removal""]","{""keywords"": [""layer based machining"", ""additive manufacturing"", ""subtractive shaping"", ""support structure"", ""material removal""]}"
1166,"[""battery energy storage"", ""voltage compensation"", ""alaska"", ""northern intertie"", ""electric grid""]","{""keywords"": [""battery energy storage"", ""voltage compensation"", ""alaska"", ""northern intertie"", ""electric grid""]}"
1167,"[""information architecture"", ""information interaction"", ""information systems"", ""user experience"", ""information interactivity""]","{""keywords"": [""information architecture"", ""information interaction"", ""information systems"", ""user experience"", ""information interactivity""]}"
1168,"[""semiconductor optical amplifiers"", ""logic nor gate"", ""optical logic"", ""gain nonlinearity"", ""extinction ratio""]","{""keywords"": [""semiconductor optical amplifiers"", ""logic nor gate"", ""optical logic"", ""gain nonlinearity"", ""extinction ratio""]}"
1169,"[""computed tomography"", ""metal artifacts"", ""image reconstruction"", ""xray imaging"", ""tissue attenuation""]","{""keywords"": [""computed tomography"", ""metal artifacts"", ""image reconstruction"", ""xray imaging"", ""tissue attenuation""]}"
1170,"[""positron emission tomography"", ""image registration"", ""head and neck"", ""medical imaging"", ""tumor biology""]","{""keywords"": [""positron emission tomography"", ""image registration"", ""head and neck"", ""medical imaging"", ""tumor biology""]}"
1171,"[""food processing"", ""meat products"", ""bar code labels"", ""wireless terminals"", ""centralized database""]","{""keywords"": [""food processing"", ""meat products"", ""bar code labels"", ""wireless terminals"", ""centralized database""]}"
1172,"[""statistical inference"", ""bayesian decision"", ""prior distributions"", ""gauss inequality"", ""parameter space""]","{""keywords"": [""statistical inference"", ""bayesian decision"", ""prior distributions"", ""gauss inequality"", ""parameter space""]}"
1173,"[""enzyme catalysed reaction"", ""nonlinear dynamics"", ""biochemical system"", ""bifurcation theory"", ""system stability""]","{""keywords"": [""enzyme catalysed reaction"", ""nonlinear dynamics"", ""biochemical system"", ""bifurcation theory"", ""system stability""]}"
1174,"[""spatial rainfall"", ""crop production"", ""southern africa"", ""meteorological modeling"", ""rainfall simulation""]","{""keywords"": [""spatial rainfall"", ""crop production"", ""southern africa"", ""meteorological modeling"", ""rainfall simulation""]}"
